"id";"first_name";"last_name";"email";"country";"bundesland";"stadt";"plz";"iban";"newsletter";"created_at"
"CUST-007972";"Fatma";"Liebelt";"Fatma.Liebelt@example.com";"NL";"Nordrhein-Westfalen";"Köln";"50667";"DE09348599761790517123";"False";"2026-01-12 09:33:32"
"CUST-007973";"Alois";"Striebitz";"Alois.Striebitz@example.com";"NL";"Berlin";"Berlin";"10115";"DE95877713501584723766";"True";"2026-02-05 09:44:51"
"CUST-007974";"Eleni";"Wulf";"Eleni.Wulf@example.com";"DE";"Hessen";"Frankfurt am Main";"60311";"DE67492964738342782035";"True";"2026-06-25 10:30:23"
"CUST-007975";"Baldur";"Bohnbach";"Baldur.Bohnbach@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE34150024382528075713";"False";"2026-04-01 00:33:05"
"CUST-007976";"Horst-Günter";"Heidrich";"Horst-Günter.Heidrich@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE97652270373076572313";"True";"2026-03-21 20:09:11"
"CUST-007977";"Irmi";"Kostolzin";"Irmi.Kostolzin@example.com";"DE";"Mecklenburg-Vorpommern";"Rostock";"18055";"DE48495126580720070856";"False";"2026-04-30 08:38:22"
"CUST-007978";"Romana";"Klingelhöfer";"Romana.Klingelhöfer@example.com";"FR";"Baden-Württemberg";"Stuttgart";"70173";"DE11776570496213606122";"True";"2026-08-12 06:21:54"
"CUST-007979";"Henryk";"Girschner";"Henryk.Girschner@example.com";"DE";"Bayern";"München";"80331";"DE76375844757222046213";"True";"2026-05-01 13:39:38"
"CUST-007980";"Yasmin";"Scheel";"Yasmin.Scheel@example.com";"DE";"Thüringen";"Erfurt";"99084";"DE35412942399909149245";"False";"2026-01-26 21:02:10"
"CUST-007981";"Janko";"Kühnert";"Janko.Kühnert@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE58798493166372842043";"True";"2026-07-03 20:30:36"
"CUST-007982";"Anton";"Bruder";"Anton.Bruder@example.com";"AT";"Schleswig-Holstein";"Kiel";"24103";"DE11529910043511605944";"True";"2026-01-31 13:14:00"
"CUST-007983";"Eggert";"Zahn";"Eggert.Zahn@example.com";"DE";"Bayern";"München";"80331";"DE06642797629800015496";"True";"2026-07-11 18:56:23"
"CUST-007984";"Nelli";"Herrmann";"Nelli.Herrmann@example.com";"FR";"Brandenburg";"Potsdam";"14467";"DE50167192645306099978";"False";"2026-01-10 03:27:17"
"CUST-007985";"Helfried";"Pohl";"Helfried.Pohl@example.com";"FR";"Mecklenburg-Vorpommern";"Rostock";"18055";"DE69157618181895050820";"False";"2026-06-30 16:44:13"
"CUST-007986";"Arnfried";"Bloch";"Arnfried.Bloch@example.com";"DE";"Mecklenburg-Vorpommern";"Rostock";"18055";"DE34584337384336534141";"True";"2026-04-29 04:25:54"
"CUST-007987";"Karl-Peter";"Scheel";"Karl-Peter.Scheel@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE70343406825707586008";"True";"2026-02-21 16:58:11"
"CUST-007988";"Adem";"Schäfer";"Adem.Schäfer@example.com";"DE";"Sachsen-Anhalt";"Magdeburg";"39104";"DE55711649103321001032";"False";"2026-08-01 01:59:35"
"CUST-007989";"Roman";"Trapp";"Roman.Trapp@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE10394641378632863612";"True";"2026-02-09 09:47:22"
"CUST-007990";"Ljubica";"Klotz";"Ljubica.Klotz@example.com";"DE";"Berlin";"Berlin";"10115";"DE47693774826670104030";"False";"2026-01-23 13:30:26"
"CUST-007991";"Ottmar";"Striebitz";"Ottmar.Striebitz@example.com";"DE";"Bayern";"München";"80331";"DE93146419999323053897";"False";"2026-08-08 23:19:34"
"CUST-007992";"Zofia";"Häring";"Zofia.Häring@example.com";"PL";"Bayern";"München";"80331";"DE22446275288164509477";"True";"2026-07-20 07:18:35"
"CUST-007993";"Marleen";"Nerger";"Marleen.Nerger@example.com";"DE";"Bayern";"München";"80331";"DE46153542871009722454";"True";"2026-08-05 10:46:07"
"CUST-007994";"José";"Süßebier";"José.Süßebier@example.com";"FR";"Nordrhein-Westfalen";"Köln";"50667";"DE29596019630157658289";"True";"2026-06-29 06:07:54"
"CUST-007995";"Tim";"Schmidt";"Tim.Schmidt@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE89267924093661611723";"False";"2026-01-30 01:25:00"
"CUST-007996";"Halil";"Krebs";"Halil.Krebs@example.com";"CH";"Bayern";"München";"80331";"DE30400870320825786116";"False";"2026-04-30 02:01:39"
"CUST-007997";"Karl-Friedrich";"Hering";"Karl-Friedrich.Hering@example.com";"DE";"Bayern";"München";"80331";"DE34051555422044187546";"True";"2026-02-20 06:17:24"
"CUST-007998";"Anett";"Flantz";"Anett.Flantz@example.com";"FR";"Hamburg";"Hamburg";"20095";"DE25412152275559892649";"False";"2026-05-23 20:00:11"
"CUST-007999";"Meik";"Rudolph";"Meik.Rudolph@example.com";"DE";"Berlin";"Berlin";"10115";"DE10380587168648608937";"True";"2026-02-06 20:47:38"
"CUST-008000";"Franz Josef";"Stiffel";"Franz Josef.Stiffel@example.com";"PL";"Baden-Württemberg";"Stuttgart";"70173";"DE49484621148440771693";"False";"2026-01-20 04:01:53"
"CUST-008001";"Bianca";"Dowerg";"Bianca.Dowerg@example.com";"CH";"Berlin";"Berlin";"10115";"DE27445044152563401343";"False";"2026-01-11 09:24:53"
"CUST-008002";"Boris";"Schomber";"Boris.Schomber@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE70626638883950240218";"False";"2026-06-03 00:54:07"
"CUST-008003";"Jörg-Peter";"Hentschel";"Jörg-Peter.Hentschel@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE21007305582324111660";"True";"2026-04-22 03:54:48"
"CUST-008004";"Liesbeth";"Heintze";"Liesbeth.Heintze@example.com";"PL";"Mecklenburg-Vorpommern";"Rostock";"18055";"DE60644272286648219410";"False";"2026-07-14 17:08:11"
"CUST-008005";"Lambert";"Ullrich";"Lambert.Ullrich@example.com";"CH";"Bayern";"München";"80331";"DE35763437074810091234";"False";"2026-02-20 10:38:40"
"CUST-008006";"Hansjürgen";"Reising";"Hansjürgen.Reising@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE40500264186770827477";"False";"2026-04-02 16:03:47"
"CUST-008007";"Walentina";"Haase";"Walentina.Haase@example.com";"DE";"Hessen";"Frankfurt am Main";"60311";"DE30689633786011109864";"False";"2026-04-09 12:09:19"
"CUST-008008";"Veli";"Segebahn";"Veli.Segebahn@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE26016533158912757323";"True";"2026-06-01 09:26:55"
"CUST-008009";"Trudel";"Wulff";"Trudel.Wulff@example.com";"DE";"Schleswig-Holstein";"Kiel";"24103";"DE02736462256031539258";"True";"2026-02-08 19:29:22"
"CUST-008010";"Nikolai";"Naser";"Nikolai.Naser@example.com";"DE";"Sachsen";"Leipzig";"04109";"DE74876371647909278634";"True";"2026-02-27 22:52:55"
"CUST-008011";"Kristina";"Benthin";"Kristina.Benthin@example.com";"DE";"Bayern";"München";"80331";"DE48908859008524391404";"False";"2026-08-10 15:46:44"
"CUST-008012";"Woldemar";"Dussen van";"Woldemar.Dussen van@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE12894618992776889436";"False";"2026-02-22 02:15:23"
"CUST-008013";"Alexandre";"Hofmann";"Alexandre.Hofmann@example.com";"DE";"Schleswig-Holstein";"Kiel";"24103";"DE31541038225198954420";"True";"2026-02-02 16:51:18"
"CUST-008014";"Jobst";"Gehringer";"Jobst.Gehringer@example.com";"DE";"Bayern";"München";"80331";"DE52059236398691757780";"True";"2026-02-04 20:31:02"
"CUST-008015";"Magret";"Kitzmann";"Magret.Kitzmann@example.com";"PL";"Nordrhein-Westfalen";"Köln";"50667";"DE48805156550958537231";"True";"2026-01-13 10:57:49"
"CUST-008016";"Monique";"Fröhlich";"Monique.Fröhlich@example.com";"CH";"Sachsen";"Leipzig";"04109";"DE24297653045365638209";"True";"2026-07-09 03:52:37"
"CUST-008017";"Andrej";"Wiek";"Andrej.Wiek@example.com";"DE";"Hamburg";"Hamburg";"20095";"DE51155237966911140938";"True";"2026-05-11 05:57:52"
"CUST-008018";"Freddy";"Lindner";"Freddy.Lindner@example.com";"PL";"Nordrhein-Westfalen";"Köln";"50667";"DE13030398878391933781";"False";"2026-02-21 11:06:01"
"CUST-008019";"Jörn";"Jäntsch";"Jörn.Jäntsch@example.com";"DE";"Bayern";"München";"80331";"DE52413296811596252073";"False";"2026-07-29 00:14:47"
"CUST-008020";"Siegfried";"Seifert";"Siegfried.Seifert@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE20635327057065115309";"True";"2026-05-29 20:00:32"
"CUST-008021";"Petar";"Ebert";"Petar.Ebert@example.com";"DE";"Bayern";"München";"80331";"DE51836321852822663817";"False";"2026-02-02 13:09:51"
"CUST-008022";"Alan";"Hiller";"Alan.Hiller@example.com";"DE";"Berlin";"Berlin";"10115";"DE84806219386177366536";"True";"2026-02-13 22:51:51"
"CUST-008023";"Ellinor";"Klingelhöfer";"Ellinor.Klingelhöfer@example.com";"DE";"Bayern";"München";"80331";"DE68842325256981129119";"True";"2026-05-18 04:19:14"
"CUST-008024";"Ole";"Rörricht";"Ole.Rörricht@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE07377871641690189322";"True";"2026-03-21 13:09:55"
"CUST-008025";"Marit";"Reising";"Marit.Reising@example.com";"DE";"Bayern";"München";"80331";"DE09309537117297581338";"True";"2026-03-10 06:11:48"
"CUST-008026";"Loni";"Hertrampf";"Loni.Hertrampf@example.com";"AT";"Bayern";"München";"80331";"DE38245044742691857467";"True";"2026-02-11 14:15:10"
"CUST-008027";"Senol";"Atzler";"Senol.Atzler@example.com";"DE";"Sachsen-Anhalt";"Magdeburg";"39104";"DE96382684030036791669";"False";"2026-05-27 02:18:41"
"CUST-008028";"Amalia";"Schmiedecke";"Amalia.Schmiedecke@example.com";"DE";"Brandenburg";"Potsdam";"14467";"DE71665537163198071678";"False";"2026-05-15 04:14:58"
"CUST-008029";"Senol";"Etzold";"Senol.Etzold@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE30994727314250882369";"True";"2026-03-22 02:52:12"
"CUST-008030";"Gundel";"Stolze";"Gundel.Stolze@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE29182548168519593353";"False";"2026-08-05 00:16:11"
"CUST-008031";"Sybille";"Möchlichen";"Sybille.Möchlichen@example.com";"DE";"Mecklenburg-Vorpommern";"Rostock";"18055";"DE11202263273856730449";"False";"2026-05-15 06:34:49"
"CUST-008032";"Eva-Maria";"Scholl";"Eva-Maria.Scholl@example.com";"NL";"Niedersachsen";"Hannover";"30159";"DE88402623180217175689";"False";"2026-01-25 15:46:26"
"CUST-008033";"Britt";"Sager";"Britt.Sager@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE70984280051533403872";"False";"2026-03-19 15:56:16"
"CUST-008034";"Robby";"Jopich";"Robby.Jopich@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE50465919508908019901";"True";"2026-05-25 07:20:57"
"CUST-008035";"Hans-Gerd";"Wesack";"Hans-Gerd.Wesack@example.com";"CH";"Nordrhein-Westfalen";"Köln";"50667";"DE62411942403158384673";"False";"2026-06-17 07:28:59"
"CUST-008036";"Bertold";"Haase";"Bertold.Haase@example.com";"DE";"Berlin";"Berlin";"10115";"DE65181281759635058783";"False";"2026-01-15 02:20:40"
"CUST-008037";"Slobodan";"Fliegner";"Slobodan.Fliegner@example.com";"AT";"Hessen";"Frankfurt am Main";"60311";"DE49827544587215952047";"True";"2026-05-07 20:42:29"
"CUST-008038";"Gunnar";"Täsche";"Gunnar.Täsche@example.com";"CH";"Nordrhein-Westfalen";"Köln";"50667";"DE87919060894067387831";"False";"2026-05-14 04:39:46"
"CUST-008039";"Jasmina";"Heser";"Jasmina.Heser@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE35469681510399851927";"True";"2026-05-12 12:33:57"
"CUST-008040";"Heike";"Pieper";"Heike.Pieper@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE88340928571274135980";"False";"2026-06-03 16:21:41"
"CUST-008041";"Oswald";"Eberhardt";"Oswald.Eberhardt@example.com";"NL";"Schleswig-Holstein";"Kiel";"24103";"DE13650215845760100314";"True";"2026-05-21 06:28:33"
"CUST-008042";"Silvia";"Ebert";"Silvia.Ebert@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE92688026293695733696";"False";"2026-08-02 14:38:28"
"CUST-008043";"Tomasz";"Hornig";"Tomasz.Hornig@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE86707506741140289468";"True";"2026-03-25 18:30:54"
"CUST-008044";"Gottlob";"Staude";"Gottlob.Staude@example.com";"PL";"Baden-Württemberg";"Stuttgart";"70173";"DE75175934310945018569";"True";"2026-02-21 21:30:44"
"CUST-008045";"Albertine";"Wagenknecht";"Albertine.Wagenknecht@example.com";"DE";"Hessen";"Frankfurt am Main";"60311";"DE41730063208568210968";"False";"2026-03-07 04:27:07"
"CUST-008046";"Anett";"Koch II";"Anett.Koch II@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE31895762693866789384";"False";"2026-07-30 09:21:26"
"CUST-008047";"Ismet";"Steuer";"Ismet.Steuer@example.com";"DE";"Schleswig-Holstein";"Kiel";"24103";"DE09100031577944516392";"False";"2026-03-30 18:44:28"
"CUST-008048";"Jolanda";"Jockel";"Jolanda.Jockel@example.com";"DE";"Mecklenburg-Vorpommern";"Rostock";"18055";"DE85725328317633660782";"True";"2026-03-07 06:04:30"
"CUST-008049";"Samira";"Gehringer";"Samira.Gehringer@example.com";"CH";"Bayern";"München";"80331";"DE78846872997623428097";"True";"2026-03-28 01:23:36"
"CUST-008050";"Vitus";"Flantz";"Vitus.Flantz@example.com";"AT";"Nordrhein-Westfalen";"Köln";"50667";"DE19533486381153001769";"True";"2026-01-14 05:19:05"
"CUST-008051";"Gusti";"Benthin";"Gusti.Benthin@example.com";"NL";"Berlin";"Berlin";"10115";"DE81441871019190387859";"False";"2026-01-20 13:26:54"
"CUST-008052";"Alma";"Hornig";"Alma.Hornig@example.com";"FR";"Bayern";"München";"80331";"DE15635667497881131344";"False";"2026-06-12 16:31:14"
"CUST-008053";"Elfriede";"Hecker";"Elfriede.Hecker@example.com";"PL";"Bayern";"München";"80331";"DE73773648184625054712";"False";"2026-02-01 23:09:00"
"CUST-008054";"Roswita";"Klingelhöfer";"Roswita.Klingelhöfer@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE07014976526964130183";"True";"2026-02-03 21:55:29"
"CUST-008055";"Korbinian";"Rust";"Korbinian.Rust@example.com";"FR";"Sachsen";"Leipzig";"04109";"DE25958064441117913495";"True";"2026-07-08 02:51:45"
"CUST-008056";"Karola";"Schenk";"Karola.Schenk@example.com";"AT";"Bayern";"München";"80331";"DE82247357818335574714";"False";"2026-03-27 23:50:31"
"CUST-008057";"Kilian";"Fischer";"Kilian.Fischer@example.com";"AT";"Niedersachsen";"Hannover";"30159";"DE49893466458577176924";"True";"2026-07-14 15:58:16"
"CUST-008058";"Rudolf";"Wiek";"Rudolf.Wiek@example.com";"CH";"Bayern";"München";"80331";"DE55055176646050558709";"False";"2026-04-21 18:02:31"
"CUST-008059";"Luzia";"Förster";"Luzia.Förster@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE02775385426860385538";"False";"2026-06-09 22:51:46"
"CUST-008060";"Erica";"Wesack";"Erica.Wesack@example.com";"DE";"Thüringen";"Erfurt";"99084";"DE50348592459400248376";"False";"2026-02-23 20:05:43"
"CUST-008061";"Peter";"Langern";"Peter.Langern@example.com";"AT";"Nordrhein-Westfalen";"Köln";"50667";"DE08390463238162682307";"True";"2026-06-07 00:32:00"
"CUST-008062";"Maria-Luise";"Ullrich";"Maria-Luise.Ullrich@example.com";"NL";"Niedersachsen";"Hannover";"30159";"DE05417630690182456001";"True";"2026-08-05 00:57:15"
"CUST-008063";"Ilija";"Becker";"Ilija.Becker@example.com";"PL";"Bayern";"München";"80331";"DE40420020525696411605";"False";"2026-04-16 15:00:19"
"CUST-008064";"Hansjörg";"Mude";"Hansjörg.Mude@example.com";"CH";"Hamburg";"Hamburg";"20095";"DE97198890825217135556";"False";"2026-01-08 11:35:51"
"CUST-008065";"Beatrice";"Niemeier";"Beatrice.Niemeier@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE86192947084753822023";"False";"2026-06-17 03:05:37"
"CUST-008066";"Florence";"Seifert";"Florence.Seifert@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE65828867846322824444";"True";"2026-01-17 18:34:58"
"CUST-008067";"Cecilia";"Austermühle";"Cecilia.Austermühle@example.com";"CH";"Nordrhein-Westfalen";"Köln";"50667";"DE88507459679825603816";"True";"2026-04-24 18:38:34"
"CUST-008068";"Gottlob";"Mosemann";"Gottlob.Mosemann@example.com";"DE";"Hessen";"Frankfurt am Main";"60311";"DE68513805939589212919";"True";"2026-02-25 10:32:11"
"CUST-008069";"Margaretha";"Lübs";"Margaretha.Lübs@example.com";"NL";"Baden-Württemberg";"Stuttgart";"70173";"DE46735743097410260450";"True";"2026-07-20 04:33:58"
"CUST-008070";"Paula";"Herrmann";"Paula.Herrmann@example.com";"DE";"Sachsen";"Leipzig";"04109";"DE39717847249631247088";"False";"2026-07-08 00:01:28"
"CUST-008071";"Ilja";"Davids";"Ilja.Davids@example.com";"DE";"Bayern";"München";"80331";"DE09488571779507690069";"False";"2026-02-25 03:02:13"
"CUST-008072";"Olena";"Blümel";"Olena.Blümel@example.com";"FR";"Nordrhein-Westfalen";"Köln";"50667";"DE08649537186153498049";"True";"2026-07-02 09:25:35"
"CUST-008073";"Heinz Dieter";"Gröttner";"Heinz Dieter.Gröttner@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE10106786578567786483";"False";"2026-06-25 13:54:03"
"CUST-008074";"Hans-Joachim";"Metz";"Hans-Joachim.Metz@example.com";"DE";"Bremen";"Bremen";"28195";"DE52526836486518233047";"False";"2026-04-20 13:11:45"
"CUST-008075";"Salih";"Weitzel";"Salih.Weitzel@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE77254906075010936581";"True";"2026-06-29 13:19:45"
"CUST-008076";"Emanuel";"Gude";"Emanuel.Gude@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE53247980999407526967";"False";"2026-06-11 02:59:59"
"CUST-008077";"Franca";"Kroker";"Franca.Kroker@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE63019163046772993682";"False";"2026-06-14 06:42:25"
"CUST-008078";"Rafael";"Radisch";"Rafael.Radisch@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE49114241428737006335";"False";"2026-06-16 00:44:56"
"CUST-008079";"Philomena";"Cichorius";"Philomena.Cichorius@example.com";"DE";"Thüringen";"Erfurt";"99084";"DE93889261491888690173";"False";"2026-04-06 18:21:14"
"CUST-008080";"Heribert";"Henck";"Heribert.Henck@example.com";"FR";"Bayern";"München";"80331";"DE89688920067925052070";"False";"2026-03-28 06:18:28"
"CUST-008081";"Anna-Luise";"Schönland";"Anna-Luise.Schönland@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE82987534675838215191";"True";"2026-01-27 13:23:24"
"CUST-008082";"Goran";"Christoph";"Goran.Christoph@example.com";"DE";"Bayern";"München";"80331";"DE95704730219630580549";"True";"2026-06-12 10:34:48"
"CUST-008083";"Thilo";"Mohaupt";"Thilo.Mohaupt@example.com";"NL";"Bayern";"München";"80331";"DE69931382899387161527";"False";"2026-08-02 14:31:46"
"CUST-008084";"Karl-Georg";"Wernecke";"Karl-Georg.Wernecke@example.com";"DE";"Bayern";"München";"80331";"DE03601176964960269512";"False";"2026-01-28 05:53:59"
"CUST-008085";"Tania";"Zirme";"Tania.Zirme@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE46426441693004157836";"True";"2026-07-05 04:59:44"
"CUST-008086";"Leo";"Stiebitz";"Leo.Stiebitz@example.com";"DE";"Bayern";"München";"80331";"DE89638611127498036482";"True";"2026-05-30 20:04:25"
"CUST-008087";"Eva-Marie";"Linke";"Eva-Marie.Linke@example.com";"DE";"Bayern";"München";"80331";"DE98382693314916296920";"True";"2026-03-30 16:17:30"
"CUST-008088";"Rosalia";"Höfig";"Rosalia.Höfig@example.com";"CH";"Nordrhein-Westfalen";"Köln";"50667";"DE27801846778670603514";"False";"2026-04-30 11:33:11"
"CUST-008089";"Marcus";"Benthin";"Marcus.Benthin@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE78539452241067145795";"False";"2026-06-30 16:44:13"
"CUST-008090";"Diethard";"Mohaupt";"Diethard.Mohaupt@example.com";"DE";"Bayern";"München";"80331";"DE72015969311644724649";"True";"2026-08-12 18:07:42"
"CUST-008091";"Greta";"Graf";"Greta.Graf@example.com";"FR";"Hessen";"Frankfurt am Main";"60311";"DE24567686928412577016";"True";"2026-07-05 13:32:25"
"CUST-008092";"Lilian";"Mohaupt";"Lilian.Mohaupt@example.com";"DE";"Brandenburg";"Potsdam";"14467";"DE86075765154631009116";"True";"2026-06-02 02:18:35"
"CUST-008093";"Heiderose";"Scheel";"Heiderose.Scheel@example.com";"DE";"Bayern";"München";"80331";"DE27917187518161058053";"False";"2026-04-04 07:56:14"
"CUST-008094";"Norman";"Löchel";"Norman.Löchel@example.com";"AT";"Niedersachsen";"Hannover";"30159";"DE41020713242999977893";"True";"2026-04-01 12:13:49"
"CUST-008095";"Berta";"Sager";"Berta.Sager@example.com";"DE";"Thüringen";"Erfurt";"99084";"DE49823897147966451438";"False";"2026-05-10 22:26:53"
"CUST-008096";"Erica";"Herrmann";"Erica.Herrmann@example.com";"DE";"Hessen";"Frankfurt am Main";"60311";"DE23095369925182735090";"False";"2026-02-23 23:39:26"
"CUST-008097";"Wolfhard";"Mitschke";"Wolfhard.Mitschke@example.com";"AT";"Rheinland-Pfalz";"Mainz";"55116";"DE30543955232047937945";"True";"2026-07-18 02:10:45"
"CUST-008098";"Adelheid";"Dussen van";"Adelheid.Dussen van@example.com";"DE";"Thüringen";"Erfurt";"99084";"DE79615349376711980293";"False";"2026-06-16 05:57:06"
"CUST-008099";"Jolanda";"Rosenow";"Jolanda.Rosenow@example.com";"CH";"Hessen";"Frankfurt am Main";"60311";"DE48246642645934007145";"True";"2026-04-02 23:20:31"
"CUST-008100";"Gaby";"Gieß";"Gaby.Gieß@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE72763341328995181841";"False";"2026-01-28 03:05:36"
"CUST-008101";"Branko";"Koch";"Branko.Koch@example.com";"CH";"Niedersachsen";"Hannover";"30159";"DE24341833135787367850";"True";"2026-04-07 13:50:16"
"CUST-008102";"Roy";"Thanel";"Roy.Thanel@example.com";"CH";"Niedersachsen";"Hannover";"30159";"DE85107112314057229658";"True";"2026-06-14 18:51:34"
"CUST-008103";"Mathias";"Winkler";"Mathias.Winkler@example.com";"DE";"Baden-Württemberg";"Stuttgart";"70173";"DE35375507334445394881";"False";"2026-03-30 23:30:20"
"CUST-008104";"Helfried";"Drubin";"Helfried.Drubin@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE83823109036773406285";"True";"2026-04-16 21:16:37"
"CUST-008105";"Ignaz";"Dietz";"Ignaz.Dietz@example.com";"PL";"Niedersachsen";"Hannover";"30159";"DE13348545743044111668";"False";"2026-02-23 05:36:10"
"CUST-008106";"Sarah";"Hornig";"Sarah.Hornig@example.com";"DE";"Sachsen-Anhalt";"Magdeburg";"39104";"DE82272043971570591322";"False";"2026-02-08 10:53:59"
"CUST-008107";"Heinz-Otto";"Benthin";"Heinz-Otto.Benthin@example.com";"DE";"Sachsen";"Leipzig";"04109";"DE16291060642629819521";"False";"2026-02-16 19:07:49"
"CUST-008108";"Ottilie";"Stiffel";"Ottilie.Stiffel@example.com";"DE";"Niedersachsen";"Hannover";"30159";"DE83847307049955168886";"True";"2026-04-01 06:30:37"
"CUST-008109";"Jadwiga";"Hölzenbecher";"Jadwiga.Hölzenbecher@example.com";"AT";"Bayern";"München";"80331";"DE58560179272726974601";"True";"2026-03-17 12:17:34"
"CUST-008110";"Susanna";"Gieß";"Susanna.Gieß@example.com";"AT";"Nordrhein-Westfalen";"Köln";"50667";"DE20181546185732242496";"False";"2026-02-11 20:58:30"
"CUST-008111";"Christiana";"Drewes";"Christiana.Drewes@example.com";"DE";"Bayern";"München";"80331";"DE45026449402103294322";"False";"2026-05-18 13:57:09"
"CUST-008112";"Nadia";"Hahn";"Nadia.Hahn@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE11126005282023304421";"False";"2026-01-06 06:27:08"
"CUST-008113";"Benno";"Junken";"Benno.Junken@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE25563298156973829227";"False";"2026-06-20 04:13:03"
"CUST-008114";"Holm";"Zorbach";"Holm.Zorbach@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE36924340076194826677";"True";"2026-07-18 03:21:00"
"CUST-008115";"Oscar";"Martin";"Oscar.Martin@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE18297278714643343478";"True";"2026-05-18 06:59:36"
"CUST-008116";"Heinz-Josef";"Barkholz";"Heinz-Josef.Barkholz@example.com";"FR";"Hessen";"Frankfurt am Main";"60311";"DE91320171253556430947";"False";"2026-07-31 02:37:59"
"CUST-008117";"Hertha";"Scholz";"Hertha.Scholz@example.com";"DE";"Rheinland-Pfalz";"Mainz";"55116";"DE79680623011625434036";"True";"2026-05-15 19:00:00"
"CUST-008118";"Helfried";"Rosemann";"Helfried.Rosemann@example.com";"DE";"Nordrhein-Westfalen";"Köln";"50667";"DE96902497230833453256";"False";"2026-03-21 08:45:16"
"CUST-008119";"Elmar";"Kobelt";"Elmar.Kobelt@example.com";"DE";"Rheinland-Pfalz";"Mainz";"55116";"DE03805215462536397963";"False";"2026-03-14 13:44:06"
"CUST-008120";"Magnus";"Kreusel";"Magnus.Kreusel@example.com";"NL";"Baden-Württemberg";"Stuttgart";"70173";"DE90511661647591469277";"True";"2026-01-29 08:48:06"
"CUST-008121";"Kasimir";"Wagner";"Kasimir.Wagner@example.com";"DE";"Bayern";"München";"80331";"DE14056208225942701777";"False";"2026-08-02 01:13:54"
"CUST-008122";"Mohammed";"Junken";"Mohammed.Junken@example.com";"CH";"Schleswig-Holstein";"Kiel";"24103";"DE34192396642685683314";"False";"2026-07-22 21:23:58"
"CUST-008123";"Karl-Dieter";"Kallert";"Karl-Dieter.Kallert@example.com";"AT";"Niedersachsen";"Hannover";"30159";"DE72429778964745816546";"False";"2026-04-14 01:47:08"
"CUST-008124";"Mareike";"Jäkel";"Mareike.Jäkel@example.com";"DE";"Rheinland-Pfalz";"Mainz";"55116";"DE29611551591696108828";"True";"2026-04-17 01:23:30"
"CUST-008125";"Korinna";"Killer";"Korinna.Killer@example.com";"AT";"Baden-Württemberg";"Stuttgart";"70173";"DE06984549916385512048";"True";"2026-06-03 08:53:09"
"CUST-008126";"Kira";"Juncken";"Kira.Juncken@example.com";"CH";"Nordrhein-Westfalen";"Köln";"50667";"DE47617963558654611168";"False";"2026-03-01 08:27:18"
"CUST-008127";"Gottfried";"Mude";"Gottfried.Mude@example.com";"NL";"Berlin";"Berlin";"10115";"DE32121895637451796608";"True";"2026-07-23 09:27:50"
